comparison_type,root,prompt_set_id,model_name,length_words,temperature_a,temperature_b,n_paired,mean_diff,median_diff,ci_low,ci_high,temperature,model_a,model_b,instance_set_id,length_a,length_b
length,longwiki-hybrid2,,grok-3-mini,,,,29,0.04423133612003212,0.06321553011448477,0.0004574998112811927,0.08827780411893817,0.75,,,390d7396deb37bfedf50697a6e4e0cbf08cd592c6be5a00c23be76c8bb3f45cb,150.0,300.0
length,longwiki-hybrid2,,mistral-small-creative,,,,23,0.024028838688576512,0.024390243902439046,-0.012504658857060477,0.06114679218473037,0.0,,,390d7396deb37bfedf50697a6e4e0cbf08cd592c6be5a00c23be76c8bb3f45cb,50.0,150.0
length,longwiki-hybrid2,,mistral-small-creative,,,,24,0.00027693850330819575,0.004415760869565188,-0.039419554043996934,0.03824677054912379,0.25,,,390d7396deb37bfedf50697a6e4e0cbf08cd592c6be5a00c23be76c8bb3f45cb,50.0,150.0
length,longwiki-hybrid2,,mistral-small-creative,,,,23,0.00379681226503774,0.011622276029055745,-0.03358636875682288,0.04140595129053907,0.25,,,390d7396deb37bfedf50697a6e4e0cbf08cd592c6be5a00c23be76c8bb3f45cb,50.0,300.0
length,longwiki-hybrid2,,mistral-small-creative,,,,25,0.0010209068729800962,0.012987012987012991,-0.03936142216111221,0.04231689441878453,0.25,,,390d7396deb37bfedf50697a6e4e0cbf08cd592c6be5a00c23be76c8bb3f45cb,150.0,300.0
length,longwiki-hybrid2,,mistral-small-creative,,,,25,-0.009164221646942203,-0.015426497277676976,-0.043646428828209155,0.02639041396693688,0.5,,,390d7396deb37bfedf50697a6e4e0cbf08cd592c6be5a00c23be76c8bb3f45cb,50.0,150.0
length,longwiki-hybrid2,,mistral-small-creative,,,,23,0.012446731917261682,0.0040322580645161255,-0.024084163434295047,0.048209871802064326,0.5,,,390d7396deb37bfedf50697a6e4e0cbf08cd592c6be5a00c23be76c8bb3f45cb,50.0,300.0
length,longwiki-hybrid2,,mistral-small-creative,,,,24,0.019925614481588094,-0.009021676932518985,-0.02714128179986339,0.0647302333544599,0.5,,,390d7396deb37bfedf50697a6e4e0cbf08cd592c6be5a00c23be76c8bb3f45cb,150.0,300.0
length,longwiki-hybrid2,,mistral-small-creative,,,,25,-0.006974467227891359,0.0,-0.042127319797533695,0.029019976955049733,0.75,,,390d7396deb37bfedf50697a6e4e0cbf08cd592c6be5a00c23be76c8bb3f45cb,50.0,300.0
length,longwiki-hybrid300,,grok-3-mini,,,,296,0.042918993774850527,0.05336438923395448,0.027613311596497533,0.05913495526674914,0.0,,,0e0a63a1a3234715c2f5cb6835c9d73887d1fa811bd4fff8408e4361b850c7bc,50.0,150.0
length,longwiki-hybrid300,,grok-3-mini,,,,296,0.06127877554262074,0.0625,0.04645867212770069,0.07544114567310997,0.0,,,0e0a63a1a3234715c2f5cb6835c9d73887d1fa811bd4fff8408e4361b850c7bc,50.0,300.0
length,longwiki-hybrid300,,grok-3-mini,,,,295,0.019038717001907412,0.03165542293720802,0.005815085753037064,0.03287256462126804,0.0,,,0e0a63a1a3234715c2f5cb6835c9d73887d1fa811bd4fff8408e4361b850c7bc,150.0,300.0
length,longwiki-hybrid300,,grok-3-mini,,,,294,0.04079264973813374,0.04527369182541596,0.023686606454875303,0.058434771528629276,0.25,,,0e0a63a1a3234715c2f5cb6835c9d73887d1fa811bd4fff8408e4361b850c7bc,50.0,150.0
length,longwiki-hybrid300,,grok-3-mini,,,,293,0.06500367006637528,0.06666666666666665,0.04759368173584748,0.08225359461952371,0.25,,,0e0a63a1a3234715c2f5cb6835c9d73887d1fa811bd4fff8408e4361b850c7bc,50.0,300.0
length,longwiki-hybrid300,,grok-3-mini,,,,296,0.024494521832731323,0.032521273128242156,0.009083671913893011,0.038842959060761933,0.25,,,0e0a63a1a3234715c2f5cb6835c9d73887d1fa811bd4fff8408e4361b850c7bc,150.0,300.0
length,longwiki-hybrid300,,grok-3-mini,,,,291,0.03568489696046506,0.030585106382978733,0.020003363556663847,0.051887446041884513,0.5,,,0e0a63a1a3234715c2f5cb6835c9d73887d1fa811bd4fff8408e4361b850c7bc,50.0,150.0
length,longwiki-hybrid300,,grok-3-mini,,,,292,0.0784364933927382,0.0759982640450988,0.06089374983564427,0.09478678059302391,0.5,,,0e0a63a1a3234715c2f5cb6835c9d73887d1fa811bd4fff8408e4361b850c7bc,50.0,300.0
length,longwiki-hybrid300,,grok-3-mini,,,,290,0.044645309284291515,0.035363417716358814,0.03132581207643901,0.05889793713516564,0.5,,,0e0a63a1a3234715c2f5cb6835c9d73887d1fa811bd4fff8408e4361b850c7bc,150.0,300.0
length,longwiki-hybrid300,,grok-3-mini,,,,292,0.06348802280852374,0.05886506807559433,0.04402953017593446,0.08130479228599245,0.75,,,0e0a63a1a3234715c2f5cb6835c9d73887d1fa811bd4fff8408e4361b850c7bc,50.0,300.0
